param M := 100;
param N1 := 5;
param N2 := 5;
param A1:
 1 2 3 4 5 :=
59 1.843811e+00 2.660887e+00 6.702498e+00 9.020272e+00 9.284706e+00
60 4.508936e+00 7.395668e+00 6.114817e+00 6.105286e+00 7.221736e+00
61 9.476351e-01 1.171032e+00 1.945957e+00 2.411464e+00 4.690268e+00
62 6.130697e-01 1.584282e+00 2.508815e+00 2.244731e+00 2.859923e+00
63 1.795571e+00 1.346852e+00 2.470429e+00 2.625134e+00 4.488296e+00
64 1.100433e+00 2.731873e+00 3.944740e+00 4.355661e+00 5.365864e+00
65 1.454355e+00 3.500235e+00 4.373981e+00 5.854395e+00 7.635626e+00
66 7.197518e-01 3.662118e+00 5.354891e+00 1.954220e+00 6.886874e+00
67 1.210138e+00 3.539967e+00 3.555040e+00 4.854764e+00 6.034001e+00
68 5.816543e-01 1.256499e+00 1.048935e+01 2.373370e+00 4.836735e+00
69 1.147287e+00 1.828022e+00 3.022846e+00 4.369362e+00 4.115010e+00
70 1.114444e-01 8.418545e-01 7.630198e-01 4.936988e-01 1.593201e-01
71 1.068239e+00 2.273231e-01 1.187041e+00 4.426443e-01 1.751920e-01
72 1.939227e+00 2.587125e-01 2.876650e-01 7.826440e-01 4.074172e-01
73 3.721150e-02 7.161556e-01 1.434820e-01 1.282480e+00 3.255316e+00
74 1.830795e+00 4.095919e+00 5.478578e+00 7.261758e+00 9.225913e+00
75 1.525506e+00 2.711819e+00 4.060840e+00 8.694505e+00 6.898183e+00
76 1.226035e+00 2.483424e+00 4.920793e+00 4.958466e+00 6.075079e+00
77 1.746445e+00 1.876415e+00 2.811923e+00 4.137440e+00 5.018156e+00
78 6.439320e-01 2.532876e+00 2.261658e+00 3.285454e+00 3.279548e+00
79 1.316761e+00 1.977257e+00 5.552623e+00 4.847568e+00 9.256421e+00
80 2.830612e-01 7.780893e-01 1.883893e+00 1.372860e+00 1.680113e+00
81 1.787218e+00 1.183440e+00 2.504285e+00 2.458090e+00 2.929784e+00
82 3.520462e+00 3.024200e+00 4.617202e+00 6.077920e+00 8.623433e+00
83 6.495779e-01 7.899845e-01 1.231464e+00 1.263265e+00 1.575186e+00
84 1.647671e+00 2.974651e+00 5.183389e+00 7.462152e+00 7.355984e+00
85 3.585405e+00 1.852461e+00 2.944876e+00 4.378984e+00 6.728450e+00
86 3.945337e+00 3.895906e+00 6.187615e+00 7.640989e+00 1.512109e+01
87 8.945645e-01 1.818772e+00 1.706667e+00 1.669332e+00 6.995340e+00
88 1.374153e+00 1.281882e+00 1.918223e+00 2.505436e+00 3.226798e+00
89 3.278987e+00 1.035158e-01 2.402685e-01 1.566767e-01 4.762081e-01
90 1.722453e+00 4.774547e+00 6.667759e+00 4.528351e+00 7.033793e+00
91 1.141306e+00 3.807927e+00 3.648758e+00 4.873341e+00 8.463697e+00
92 1.002582e+00 1.638100e+00 1.575540e+00 3.852679e+00 2.597111e+00
93 5.447471e-01 1.092648e+00 5.723179e+00 6.104981e+00 3.863844e+00
94 9.196013e-01 2.046593e+00 2.381041e+00 1.346665e+00 1.631169e+00
95 2.134478e+00 2.735961e+00 5.021379e+00 1.085576e+01 7.278763e+00
96 4.627891e+00 6.064751e+00 5.541384e+00 8.891937e+00 8.586279e+00
97 7.334341e-01 1.529099e+00 2.200951e+00 3.429621e+00 4.605367e+00
98 1.773389e+00 3.233040e+00 4.832771e+00 6.590281e+00 8.056960e+00
99 3.067733e-01 4.740167e-01 9.178502e-01 1.491973e+00 1.386594e+00
100 4.448303e+00 2.040737e+00 3.984017e+00 3.884820e+00 4.871879e+00
;
param A2:
 1 2 3 4 5 :=
1    1.134074    0.100810    0.161944    4.118125    2.892477
2    0.077778    0.384306    0.505753    0.005914    0.596514
3    0.006177    0.440171    0.045052    0.251978    0.005055
4    0.117548    0.007211    0.161073    0.214783    0.018111
5    1.165086    0.857576    0.086677    2.977631    3.788957
6    0.072396    1.790510    1.038224    0.042284    0.158256
7    0.128522    0.378679    0.128657    0.274158    0.038787
8    1.011490    0.566203    0.000925    3.158831    1.897221
9    0.179565    0.632779    0.092842    0.084860    4.567295
10    0.086163    0.165753    1.281519    0.242688    0.009612
11    0.021926    0.688093    3.936537    0.016316    0.087791
12    1.536164    0.008623    0.142693    1.024389    2.635830
13    0.028163    1.897211    2.210043    0.000104    0.063139
14    0.504170    0.017149    0.006549    0.188629    0.000954
15    0.917946    0.207337    0.052302    0.170714    1.493725
16    0.070246    2.137706    0.985918    3.144620    1.043804
17    0.339866    0.232412    0.014370    3.672056    0.185952
18    0.706528    1.983127    0.312042    0.094736    0.737004
19    0.369599    0.017164    0.844801    0.145435    2.329332
20    0.712785    0.527702    0.072606    2.969911    0.730730
21    0.147176    0.024267    0.370901    0.073690    0.624481
22    0.008466    0.206021    0.914327    1.013287    0.154797
23    0.165468    2.639615    1.470481    0.012489    1.474945
24    3.233542    1.715141    2.302982    0.064558    0.100650
25    0.809037    2.489541    0.004091    0.592058    0.416537
26    0.001448    0.118927    1.065966    2.574933    1.768168
27    1.005508    0.195213    1.473334    0.354838    0.565688
28    0.490136    2.011224    0.000658    1.632779    0.038816
29    0.335028    0.000289    0.801654    0.007629    1.647635
30    0.347288    0.853536    7.778641    0.675436    0.010031
31    0.141171    4.117931    0.628981    1.093842    0.129610
32    1.650134    0.330135    1.797662    1.172476    0.337477
33    0.273947    0.003054    1.300185    0.355664    0.479759
34    1.418698    1.001292    3.581998    0.233549    0.083896
35    0.006736    0.237513    0.066462    2.115115    0.135077
36    2.605312    0.760626    0.617785    0.013773    0.183434
37    0.240504    0.593073    0.150341    0.138699    3.046434
38    0.185723    0.284607    0.219228    0.362881    0.106525
39    0.781915    6.337878    0.008508    0.751824    2.547664
40    0.608056    0.232278    0.088789    0.417220    0.070035
41    0.275669    0.628967    0.233777    0.424551    2.367281
42    0.104848    0.787369    0.155878    0.987093    0.664046
43    2.919896    0.053897    0.028481    5.860693    1.502902
44    0.292476    2.106890    0.483132    0.031611    0.026420
45    0.001405    0.597365    0.270058    0.216846    3.964573
46    0.463831    1.268812    0.781202    0.921293    0.209898
47    0.709401    1.622118    0.017632    0.003711    0.420099
48    0.025542    0.027569    1.552872    0.052985    0.930670
49    0.052507    2.088702    0.112169    0.417576    0.000626
50    0.268301    0.743504    2.387741    3.293694    4.532901
51    1.837990    0.925055    1.187879    0.132780    1.586792
52    0.011570    0.168852    0.736794    0.174324    0.208019
53    1.545417    1.536691    0.158832    0.118040    1.688981
54    1.366796    1.329275    1.260163    0.008124    0.020255
55    3.884116    0.924270    0.751213    0.206773    0.047052
56    1.658685    0.452045    0.740922    3.004994    1.089335
57    0.000998    0.735317    0.387515    0.163097    0.653655
58    0.015870    0.104851    0.242842    0.348700    0.990778
59    0.533314    0.039892    2.771004    3.778281    2.732217
60    3.241760    4.861317    2.313290    1.036584    0.885858
61    0.363877    0.003515    0.194682    0.076431    1.771476
62    0.054321    0.466785    0.832569    0.009736    0.066180
63    1.141364    0.038436    0.507805    0.008302    1.217257
64    0.027814    0.586636    0.726883    0.065186    0.002770
65    0.105609    0.802743    0.327744    0.459411    0.891897
66    0.239869    2.702353    3.915244    0.034691    4.487462
67    0.063274    1.246239    0.114448    0.267307    0.299680
68    0.067508    0.228207    8.946913    0.316786    2.266005
69    0.324376    0.182201    0.554113    1.077718    0.000455
70    0.086801    0.792568    0.689090    0.395126    0.036105
71    1.033994    0.158832    1.084304    0.305662    0.003964
72    1.860874    0.102007    0.052606    0.469233    0.015653
73    0.001201    0.644134    0.035450    1.138436    3.075262
74    0.031873    0.498074    0.081810    0.066067    0.231299
75    0.171893    0.004594    0.000002    3.280055    0.130121
76    0.012586    0.056525    1.280444    0.104667    0.007830
77    0.810595    0.004717    0.004375    0.394043    0.338911
78    0.006399    1.257810    0.349059    0.735321    0.091881
79    0.385897    0.115529    2.760031    1.124113    4.602102
80    0.044307    0.300582    1.167632    0.417845    0.486344
81    1.250454    0.109912    0.893993    0.311034    0.245964
82    2.008761    0.000797    0.082098    0.031116    1.064927
83    0.334809    0.160447    0.287159    0.004191    0.001342
84    0.178363    0.036034    0.775464    1.584918    0.009442
85    2.659325    0.000300    0.166635    0.674663    2.098049
86    2.038817    0.082865    0.468053    0.014906    5.588489
87    0.479867    0.989376    0.462574    0.010541    4.921851
88    0.753754    0.041083    0.057024    0.023838    0.124800
89    3.253198    0.051938    0.162902    0.053522    0.347265
90    0.593692    2.517026    3.281477    0.013308    1.389990
91    0.000107    1.525528    0.225159    0.308543    2.757699
92    0.483441    0.599819    0.018118    1.776116    0.001407
93    0.077936    0.159025    4.322745    4.237737    1.529789
94    0.594392    1.396175    1.405414    0.045829    0.005125
95    0.848195    0.163397    1.162532    5.710629    0.847351
96    2.948091    2.705149    0.501981    2.172734    0.187275
97    0.014309    0.090848    0.043575    0.553120    1.009740
98    0.193818    0.073898    0.094059    0.271998    0.159106
99    0.069786    0.000042    0.206888    0.544023    0.201657
100    3.481063    0.106255    1.082294    0.015857    0.035674
;
param b:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 :=
1    38.474485    49.823077    31.570623    28.295956    91.335595    36.301888    38.687971    47.170237    11.517303   110.579695   109.219170     6.687700     4.829679   105.723697   111.785776   116.582183    30.771076     5.068628    12.996721    85.995057    11.788675    67.980507    32.117475    84.487467    16.794072    10.536805    98.240722    96.198017    71.049821   127.341801    96.161012    11.898340    94.439694    97.045593    99.447212    53.163871    45.637574    96.386084   110.082886    78.330624    22.699116    72.169469    94.993826    40.249669    54.287867    37.959230    85.055331    30.929582   103.894768    51.365066   101.138118    32.953475    26.263275    79.078481    16.636462    76.452056     4.009326    78.288491    82.106069    73.687909    20.231657    16.732543    23.231650    41.713900    63.519616    30.042740    47.492981    32.057643    29.888179     2.424616     3.179720     3.864169     5.756434    94.221044    67.551451    50.910572    34.300439    21.576268    53.041221     7.834621    17.648969    74.983000     7.609527    72.487914    41.620235   131.810462    21.009854    18.229562     4.293809    58.493942    55.931508    17.605798    28.138253    11.150053    75.915300    99.365954    24.954201    75.741358     6.038472    39.131100
;
