param M := 150;
param N1 := 5;
param N2 := 5;
param A1:
 1 2 3 4 5 :=
28 1.400728e+00 2.876790e+00 5.863582e+00 5.998175e+00 7.811674e+00
29 3.094446e+00 1.293989e+00 2.149845e+00 3.390655e+00 3.269943e+00
30 1.843311e+00 1.665490e+00 1.983924e+00 3.849037e+00 2.652903e+00
31 3.703680e-01 1.758067e+00 2.639809e+00 1.024245e+00 1.271797e+00
32 3.605861e+00 4.016857e+00 7.136549e+00 1.058369e+01 1.093665e+01
33 2.102249e+00 1.357861e+00 2.147374e+00 3.070659e+00 3.646389e+00
34 2.573938e-01 5.116229e-01 2.767245e-01 2.132111e+00 1.069090e+00
35 6.212806e-01 1.592576e+00 1.744449e+00 4.031918e+00 4.889457e+00
36 7.876158e-01 2.600034e+00 1.016758e+00 1.288580e+00 1.344168e+00
37 1.425588e+00 1.617477e+00 4.185554e+00 3.431866e+00 2.911158e+00
38 2.425531e+00 4.483245e+00 4.202533e+00 7.113261e+00 6.232274e+00
39 4.615507e-01 1.463754e+00 1.963214e+00 2.780229e+00 3.707950e+00
40 2.367949e+00 3.936115e+00 1.096115e+01 8.896518e+00 9.749126e+00
41 6.738007e-01 3.836171e-02 8.674139e-02 6.078118e-02 5.504282e-01
42 2.452818e+00 1.055278e+00 9.646319e-01 1.046861e+00 1.293591e+00
43 5.941210e-01 1.192077e+00 2.624721e+00 1.889878e+00 5.372292e+00
44 5.992088e-01 2.389853e+00 1.166929e+00 1.476754e+00 3.698895e+00
45 1.765801e+00 2.732820e+00 4.507916e+00 1.113471e+01 7.627602e+00
46 1.880165e-01 6.489255e-01 5.825506e-01 1.257632e+00 9.860524e-01
47 2.297548e+00 5.769782e+00 6.502087e+00 8.649310e+00 9.851465e+00
48 2.203445e+00 5.358785e+00 8.337802e+00 7.783281e+00 9.854582e+00
49 1.034362e+00 9.266406e+00 3.166504e+00 5.776610e+00 9.652015e+00
50 3.962997e+00 1.162221e+00 2.799041e+00 2.600080e+00 2.501072e+00
51 7.017466e-01 8.344958e-01 1.413942e+00 2.163002e+00 4.053070e+00
52 2.120098e+00 2.917891e+00 5.101212e+00 1.005370e+01 1.415552e+01
53 2.337777e+00 4.145417e+00 6.461565e+00 8.306048e+00 9.925873e+00
54 2.925956e+00 2.217117e+00 3.316029e+00 4.449731e+00 6.238807e+00
55 1.256751e+00 2.719155e+00 3.594833e+00 4.754908e+00 7.442532e+00
56 1.250598e+00 3.173884e+00 4.692885e+00 7.273899e+00 5.874573e+00
57 2.646623e+00 5.308303e+00 2.115370e+00 2.842119e+00 4.949100e+00
58 3.357732e-01 1.631521e+00 8.658647e-01 1.649892e+00 4.714400e-01
59 2.421968e+00 2.636436e+00 3.950373e+00 5.479549e+00 7.241386e+00
60 7.674323e-01 2.514708e+00 4.201885e+00 3.912380e+00 3.703602e+00
61 3.707218e+00 5.435367e+00 6.241770e+00 6.516146e+00 8.859466e+00
62 1.209718e+00 2.311558e+00 5.242518e+00 4.770428e+00 5.694238e+00
63 1.490030e-01 4.099875e-01 2.193941e-01 8.023659e-01 3.576655e-01
64 1.325607e+00 1.067718e+00 2.276046e+00 2.870300e+00 3.700085e+00
65 5.664962e-01 1.530702e+00 1.582534e+00 2.020274e+00 2.939791e+00
66 1.191240e+00 2.286231e+00 4.818995e+00 4.628019e+00 6.716893e+00
67 1.978734e+00 4.938390e+00 6.086867e+00 8.694710e+00 9.883036e+00
68 1.502753e+00 4.397751e+00 3.902341e+00 5.161315e+00 6.391907e+00
69 5.134573e-01 9.094984e-01 4.930174e+00 1.148029e+00 1.735869e+00
70 1.109434e+00 9.001655e+00 8.330940e+00 4.822378e+00 5.586419e+00
71 4.831180e+00 2.450295e+00 3.022962e+00 3.604588e+00 4.258268e+00
72 2.144142e+00 3.401879e+00 5.321139e+00 7.070143e+00 8.518852e+00
73 1.587535e+00 3.030278e+00 3.497490e+00 4.925154e+00 5.822021e+00
74 2.504091e+00 1.616807e+00 2.966587e+00 3.177342e+00 3.977866e+00
75 2.733191e+00 4.644368e-01 6.708121e-01 1.084546e+00 1.153101e+00
76 1.691979e+00 2.918208e+00 3.593017e+00 3.526092e+00 4.858931e+00
77 1.405667e-01 2.100259e-01 1.780452e+00 1.298538e+00 7.964964e-01
78 2.952522e+00 5.522897e+00 7.917681e+00 8.270807e+00 1.097919e+01
79 1.464302e+00 1.977488e+00 1.644098e+00 1.795249e+00 3.352488e+00
80 1.939098e-01 9.990142e-01 1.174265e+00 1.701839e+00 1.316034e+00
81 9.573586e-01 2.310595e+00 4.846451e+00 3.575729e+00 4.230547e+00
82 1.520137e+00 1.591121e+00 3.797813e+00 3.626962e+00 4.620669e+00
83 1.476235e+00 2.206961e+00 5.167755e+00 4.551714e+00 1.100291e+01
84 1.861136e+00 1.091132e+00 1.953772e+00 3.960052e+00 2.578078e+00
85 2.458382e+00 3.459248e+00 3.401916e+00 9.568322e+00 5.964159e+00
86 3.149116e+00 3.466926e+00 6.102649e+00 6.736368e+00 8.486814e+00
87 2.511545e+00 2.668930e+00 8.470670e+00 5.061348e+00 8.489861e+00
88 1.978324e+00 3.764692e+00 5.632909e+00 9.549197e+00 7.356442e+00
89 6.720549e-01 1.467380e+00 3.849488e+00 2.017441e+00 1.325202e+00
90 9.334067e+00 4.114831e+00 5.210288e+00 6.394490e+00 8.877910e+00
91 3.140005e-02 1.404454e-01 2.284176e-01 8.757599e+00 2.454267e+00
92 1.663690e+00 3.129113e+00 4.021940e+00 4.502416e+00 5.566383e+00
93 1.296921e+00 2.418899e+00 6.074133e+00 6.610618e+00 5.816110e+00
94 1.601479e+00 2.287712e+00 3.063389e+00 3.610556e+00 5.957726e+00
95 2.909620e+00 4.002525e+00 5.204108e+00 7.195334e+00 8.828977e+00
96 2.948191e-01 4.456975e-01 1.263785e+00 9.092787e-01 8.693385e-01
97 1.933568e+00 6.929488e+00 5.599045e+00 7.468867e+00 9.583354e+00
98 4.393260e-01 2.700616e+00 1.263717e+00 1.935459e+00 2.750300e+00
99 2.553632e+00 3.822109e+00 5.739629e+00 7.688673e+00 9.561886e+00
100 2.141536e-01 1.957233e+00 1.835127e+00 4.190820e+00 1.855709e+00
101 4.662672e+00 3.388831e+00 3.711649e+00 4.579312e+00 5.273515e+00
102 3.724863e+00 2.169485e+00 1.669357e+00 2.008721e+00 3.265307e+00
103 2.324626e+00 3.068500e+00 3.515562e+00 5.900176e+00 5.530835e+00
104 2.980906e+00 3.156463e+00 4.257895e+00 5.072531e+00 8.529322e+00
105 4.192023e-01 7.457288e-01 7.764127e+00 1.699865e+00 1.088763e+00
106 2.664282e+00 2.221726e+00 1.055181e+00 1.661267e+00 1.784166e+00
107 2.811835e+00 4.781848e+00 5.443399e+00 5.157642e+00 6.271339e+00
108 2.302450e+00 4.864110e+00 6.054334e+00 7.270622e+00 8.905090e+00
109 6.653610e+00 3.616141e+00 4.861133e+00 9.778833e+00 8.095314e+00
110 2.248651e+00 3.950541e+00 5.547949e+00 7.610943e+00 8.487304e+00
111 2.554043e+00 3.912119e+00 5.972913e+00 7.827839e+00 1.059598e+01
112 3.831357e+00 1.621965e+00 2.349545e+00 3.134709e+00 6.924483e+00
113 6.615560e+00 3.947810e+00 2.976490e+00 4.543599e+00 5.894413e+00
114 2.071732e+00 3.069637e+00 4.451298e+00 6.122198e+00 7.417931e+00
115 2.002106e+00 7.891868e+00 4.918043e+00 8.736864e+00 7.876893e+00
116 2.208158e+00 3.594552e+00 4.740516e+00 6.016788e+00 9.887729e+00
117 1.638466e+00 3.723622e+00 4.796268e+00 6.702596e+00 8.115904e+00
118 1.150293e+00 2.571334e+00 1.570756e+00 3.587389e+00 2.693531e+00
119 9.796319e-01 2.090715e+00 3.302000e+00 2.973626e+00 1.235257e-01
120 1.028337e+00 1.476591e+00 6.148203e-01 7.054668e-01 1.271089e+00
121 6.127791e-01 2.148001e+00 1.618598e+00 1.670375e+00 2.428521e+00
122 1.715010e+00 6.808325e+00 4.976745e+00 7.602158e+00 6.526691e+00
123 1.169357e+00 2.752441e+00 2.931528e+00 4.156645e+00 6.641806e+00
124 1.036113e+00 2.453476e+00 3.862183e+00 5.924496e+00 5.457285e+00
125 1.280400e+00 1.921306e+00 1.550133e+00 6.326322e+00 4.782698e+00
126 1.155901e+00 1.559985e+00 3.502928e-01 3.426068e-01 4.071738e-01
127 1.663690e+00 3.464846e+00 5.661271e+00 6.828947e+00 8.323211e+00
128 3.877815e+00 3.539619e+00 9.912057e+00 7.924857e+00 8.818314e+00
129 2.094460e-01 2.859362e+00 8.988272e-01 1.253222e+00 1.440892e+00
130 1.595933e+00 3.215621e+00 4.789783e+00 6.382883e+00 8.031742e+00
131 4.331311e+00 1.643860e+00 4.333227e+00 1.344574e+00 3.661812e+00
132 3.587121e+00 3.618722e+00 5.923583e+00 6.953108e+00 9.411238e+00
133 1.455674e+00 1.289125e-01 2.552683e-01 2.304065e-01 2.108384e-01
134 1.877061e+00 2.703516e+00 3.688052e+00 5.478011e+00 1.303172e+01
135 5.550091e+00 3.936816e+00 6.496322e+00 7.960983e+00 1.383267e+01
136 6.049316e-01 8.462339e-01 1.379444e+00 2.044310e+00 2.118213e+00
137 1.229162e+00 5.272375e+00 3.765622e+00 5.406569e+00 5.756649e+00
138 4.503428e+00 2.818512e+00 7.620253e+00 5.918111e+00 7.227680e+00
139 1.214283e+00 3.617572e+00 4.288836e+00 4.221526e+00 6.549566e+00
140 1.526030e+00 3.055889e+00 2.315309e+00 6.131671e+00 4.738294e+00
141 1.152665e+00 4.228087e+00 1.780451e+00 3.350967e+00 2.830980e+00
142 1.474555e+00 3.462418e+00 5.128592e+00 6.403590e+00 7.077270e+00
143 2.600637e+00 4.193718e+00 6.057948e+00 1.067285e+01 9.911230e+00
144 7.622375e-01 2.979992e+00 5.617286e+00 3.100236e+00 4.003237e+00
145 1.409901e+00 3.852883e+00 7.332250e+00 7.486382e+00 7.014074e+00
146 2.266844e+00 4.185506e+00 5.843159e+00 8.013576e+00 9.647539e+00
147 2.431654e+00 3.273826e+00 8.853460e+00 6.102415e+00 7.436418e+00
148 2.550130e+00 5.129846e+00 5.736490e+00 7.597107e+00 1.005835e+01
149 4.054698e+00 2.625885e+00 4.000799e+00 7.072150e+00 6.972549e+00
150 2.387628e-01 6.318820e-01 1.092583e+00 1.362113e+00 1.360515e+00
;
param A2:
 1 2 3 4 5 :=
1    3.366841    0.012437    0.021654    1.069575    0.008422
2    7.098856    0.295384    1.537197    0.024587    0.083993
3    0.709240    2.303695    1.666142    0.959705    1.299205
4    0.229179    1.256186    0.001366    1.180606    1.941630
5    0.396336    0.223854    0.997032    0.000027    0.000070
6    0.216759    0.514129    0.237998    0.041577    1.412803
7    0.031533    0.968846    0.250690    1.603387    0.669066
8    0.878625    0.002557    0.009657    1.260309    0.043369
9    0.004584    1.469910    0.017363    1.603203    0.013495
10    0.715852    0.581624    1.995511    0.102529    3.543467
11    0.598050    0.011586    0.597349    0.145607    0.000056
12    2.537311    1.279249    0.028214    0.252858    3.747627
13    0.405285    1.074526    0.329832    0.066565    0.250528
14    1.960100    0.080957    0.321499    0.152387    0.274031
15    0.071903    0.670501    0.297668    0.052850    0.222653
16    0.000316    0.657169    0.091548    0.251210    1.392260
17    1.687237    0.214494    0.472188    1.738905    0.170554
18    2.621543    1.468124    0.361425    0.129321    1.120278
19    0.076799    0.262377    0.104225    0.167083    0.633100
20    1.810490    0.751138    4.084940    1.848718    0.064957
21    1.107817    0.188029    0.173629    0.186566    0.027353
22    0.000486    0.708546    4.802963    0.001412    0.016915
23    0.017432    0.063968    1.257825    0.119736    1.191411
24    0.081202    0.745316    0.086858    0.216003    0.324886
25    0.584282    0.754234    0.858440    0.227593    0.166088
26    0.223767    0.019527    0.219506    4.845200    0.324906
27    0.020246    1.023511    0.000012    1.517760    0.001018
28    0.013061    0.101456    1.700580    0.447506    0.873338
29    2.449465    0.004027    0.214903    0.810732    0.045039
30    1.315367    0.609601    0.400092    1.737261    0.013183
31    0.129789    1.276909    1.918071    0.061928    0.068901
32    1.799481    0.404097    1.717409    3.358172    1.904751
33    1.500592    0.154547    0.342403    0.664031    0.638104
34    0.166169    0.329173    0.003050    1.767212    0.612966
35    0.053391    0.456797    0.040779    1.760358    2.050007
36    0.560161    2.145126    0.334396    0.378763    0.206897
37    0.872460    0.511221    2.526170    1.219354    0.145518
38    1.200308    2.032800    0.526865    2.212370    0.106161
39    0.043609    0.627870    0.709389    1.108462    1.618241
40    0.423081    0.046380    5.126545    1.117047    0.024788
41    0.658618    0.007996    0.041193    0.000050    0.474514
42    2.194418    0.538480    0.189434    0.013264    0.001594
43    0.148117    0.300068    1.286708    0.105860    3.142270
44    0.258800    1.709035    0.145703    0.115119    1.996851
45    0.423807    0.048831    0.481933    5.766729    0.917629
46    0.001220    0.275332    0.022160    0.510445    0.052069
47    0.492919    2.160523    1.088200    1.430793    0.828319
48    0.355983    1.663860    2.795415    0.393431    0.617269
49    0.000449    7.198579    0.064764    1.640957    4.482449
50    3.689092    0.614410    1.977325    1.504458    1.131544
51    0.287435    0.005873    0.171007    0.505756    1.981512
52    0.693256    0.064207    0.820686    4.346334    7.021311
53    0.412371    0.294604    0.685346    0.604423    0.298841
54    1.823064    0.011333    0.007353    0.038164    0.724348
55    0.073328    0.352309    0.044564    0.021216    1.525417
56    0.078380    0.829449    1.176233    2.585030    0.013486
57    1.944274    3.903604    0.008321    0.032722    1.437353
58    0.284857    1.529689    0.713117    1.446229    0.216861
59    1.120044    0.032588    0.044601    0.271853    0.731767
60    0.035142    1.050127    2.005015    0.983219    0.042150
61    2.107768    2.236466    1.443418    0.118344    0.862214
62    0.087348    0.066818    1.875409    0.280949    0.082389
63    0.083227    0.278436    0.022067    0.539264    0.028787
64    0.904511    0.225527    1.012760    1.185919    1.594608
65    0.120617    0.638944    0.244897    0.236758    0.710397
66    0.054387    0.012524    1.408435    0.080606    1.032626
67    0.003341    0.987605    0.160690    0.793140    0.006073
68    0.226919    1.846083    0.074839    0.057979    0.012738
69    0.226536    0.335656    4.069410    0.000345    0.301263
70    0.003654    6.790097    5.013602    0.399260    0.057522
71    3.979815    0.747564    0.468866    0.199126    0.001441
72    0.451161    0.015916    0.242195    0.298218    0.053945
73    0.477427    0.810062    0.167167    0.484724    0.271482
74    1.718162    0.044949    0.608800    0.033626    0.048221
75    2.601848    0.201751    0.276783    0.559175    0.496387
76    0.811009    1.156270    0.950109    0.002215    0.454084
77    0.044584    0.018060    1.492503    0.914606    0.316581
78    1.091875    1.801601    2.335737    0.828215    1.675947
79    1.186045    1.420973    0.809326    0.682220    1.961201
80    0.148104    0.907403    1.036848    1.518616    1.087005
81    0.117522    0.630923    2.326943    0.216383    0.031365
82    0.824349    0.199544    1.710448    0.843809    1.141728
83    0.466463    0.187416    2.138439    0.512626    5.954047
84    1.345960    0.060779    0.408243    1.899347    0.002196
85    1.431083    1.404650    0.320018    5.459125    0.827663
86    1.478084    0.124862    1.089552    0.052240    0.131653
87    1.291701    0.229242    4.811138    0.181971    2.390641
88    0.631146    1.070336    1.591376    4.160486    0.620553
89    0.407361    0.937993    3.055408    0.958667    0.001734
90    7.758787    0.964271    0.484449    0.093371    1.001511
91    0.000232    0.078109    0.134913    8.632927    2.298427
92    0.551031    0.903795    0.683963    0.051780    0.003089
93    0.137668    0.100393    2.596373    1.973606    0.019844
94    0.815977    0.716709    0.706883    0.468549    2.030217
95    1.195538    0.574360    0.061861    0.339005    0.258566
96    0.156130    0.168320    0.847718    0.354524    0.175895
97    0.067703    3.197759    0.001452    0.005409    0.254032
98    0.023004    1.867972    0.014752    0.270171    0.668691
99    0.642790    0.000425    0.007102    0.045304    0.007674
100    0.045216    1.619358    1.328315    3.515070    1.011021
101    3.646436    1.356361    0.662943    0.514370    0.192338
102    3.222850    1.165459    0.163319    0.000670    0.755243
103    1.239568    0.898384    0.260387    1.559944    0.105545
104    1.718339    0.631330    0.470194    0.022263    2.216488
105    0.207319    0.321963    7.128478    0.852333    0.029348
106    2.320530    1.534221    0.023924    0.286257    0.065404
107    1.713403    2.584983    2.148102    0.763914    0.779178
108    0.569674    1.398559    0.856007    0.339520    0.241212
109    5.034898    0.378719    0.005000    3.303988    0.001758
110    0.716023    0.885284    0.950063    1.480429    0.824161
111    0.598253    0.000539    0.105543    0.004679    0.817032
112    3.050378    0.060008    0.006609    0.010796    3.019591
113    5.623569    1.963829    0.000519    0.575638    0.934461
114    0.590464    0.107100    0.007492    0.197124    0.011588
115    0.471380    4.830416    0.325865    2.613961    0.223264
116    0.738614    0.655465    0.331885    0.138613    2.540011
117    0.073232    0.593153    0.100564    0.441658    0.289732
118    0.901022    2.072793    0.822944    2.590306    1.447178
119    0.970861    2.073173    3.275687    2.938541    0.079670
120    0.866738    1.153393    0.130025    0.059072    0.463096
121    0.235489    1.393420    0.486726    0.161213    0.542068
122    0.417458    4.213221    1.084088    2.411949    0.038930
123    0.192526    0.798780    0.001035    0.249322    1.757652
124    0.026055    0.433360    0.832009    1.884265    0.406996
125    0.785562    0.931631    0.065621    4.346972    2.308510
126    1.075289    1.398760    0.108455    0.020156    0.004111
127    0.000268    0.138001    0.671004    0.175259    0.006101
128    2.117344    0.018676    4.630643    0.882972    0.015957
129    0.017338    2.475147    0.322504    0.484791    0.480354
130    0.000322    0.024398    0.002949    0.000437    0.053685
131    3.997440    0.976117    3.331612    0.009088    1.992455
132    1.851127    0.146734    0.715602    0.009133    0.731270
133    1.432191    0.081947    0.184821    0.136477    0.093426
134    0.705821    0.361035    0.174331    0.793050    7.175519
135    3.587492    0.011619    0.608526    0.110588    4.019671
136    0.181852    0.000076    0.110207    0.351993    0.002818
137    0.095138    3.004328    0.363551    0.870474    0.086530
138    3.095629    0.002913    3.396855    0.286914    0.188684
139    0.251142    1.691291    1.399414    0.368964    1.733863
140    0.796521    1.596870    0.126781    3.213634    1.090748
141    0.677978    3.278715    0.356392    1.452221    0.457548
142    0.067416    0.648139    0.907174    0.775033    0.041573
143    0.642569    0.277582    0.183743    2.840581    0.120889
144    0.000237    1.455990    3.331283    0.052232    0.193232
145    0.007089    1.047259    3.123814    1.875134    0.000014
146    0.338037    0.327892    0.056738    0.298347    0.003504
147    1.047058    0.504635    4.699674    0.564034    0.513442
148    0.722360    1.474305    0.253178    0.286025    0.919495
149    3.007460    0.531407    0.859082    2.883194    1.736355
150    0.039876    0.234109    0.495923    0.566567    0.366082
;
param b:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 :=
1    15.617542    25.863369    61.546977    72.526772    57.642800    97.698484    73.543421    15.138797    95.841619    59.329507    47.645591    22.424824     7.328271    35.507224     2.673801   102.701190    44.970397    53.241155    95.740010    87.569183     9.882344    47.301457    26.898864     3.090634    64.914501    16.238183    37.477718    68.248881    22.501245    19.330993     8.892401   120.987643    21.183971     4.782330    23.310414     8.615230    22.402004    60.697210    16.345464   124.931790     1.429820     8.273070    19.166033    13.407961    78.538632     4.553370   108.979890   111.872668    65.877584    16.389632    14.627642   105.621664   109.820084    45.150297    51.687263    56.189597    31.157620     5.214128    58.145416    28.819475    89.064103    47.223078     2.092546    17.352178    13.659446    49.583736   113.292272    55.327703    12.272283    63.393354    33.637908    85.143349    45.554353    27.207957     6.741269    34.259693     4.746909   119.453584    13.581251     5.699225    32.571640    28.568126    59.853238    18.448289    57.121894    86.284776    69.136785    77.523513    12.047254    88.460307    12.183863    45.000858    55.639953    33.439418    89.258444     4.419393   105.092437    13.676375   102.565454    12.217368    44.808568    19.011384    47.424640    62.509911    14.443416    12.214426    55.346799    93.860192    93.752154    82.888589   110.781751    34.818316    47.343829    67.578666    89.169440    78.379107    76.541601    14.969509     9.548919     5.896781    12.272007    70.237333    40.926063    43.874126    26.532360     4.014150    82.969958   106.614254     8.023816    75.132018    20.154468    93.699640     2.306625    72.831846   132.122017    10.845461    50.943298    73.647230    44.479844    34.193806    20.265455    66.632653   119.565052    31.523257    75.515528   105.664916    75.889608   103.842363    56.004028     5.913528
;
